hexagram_id,line_position,line_label,yin_yang,classical_text,small_image_text,small_image_translation,korean_text
16,2,六二,yin,介于石，不終日，貞吉。,不終日，貞吉；以中正也。,"하루를 마치지 않음에 바르고 길함은, 중정하기 때문이다.",개우석 불종일 정길(介于石，不終日，貞吉) 돌사이에 끼니 하루가 끝나지 않는다. 바르면 길하다.
16,3,六三,yin,盱豫，悔。遲有悔。,盱豫有悔，位不當也。,"우러러보며 즐거워해 후회가 있음은, 자리가 마땅하지 않기 때문이다.",우예 회 누유회(盱豫，悔。遲有悔) 처다보고나서 예상하니 후회한다. 늦음을 후회한다.
16,4,九四,yang,由豫，大有得。勿疑。朋盍簪。,由豫，大有得；志大行也。,"예로 말미암아 크게 얻음은, 뜻이 크게 행해지기 때문이다.",유예 대유득 물의 붕개마(由豫，大有得。勿疑。朋盍簪) 연유로 예측하니 크게 얻는바가있다. 의심하지 말라 친구가 속히 덮는다.
16,5,六五,yin,貞疾，恆不死。,六五貞疾，乘剛也。恆不死，中未亡也。,"육오가 바르나 병듦은, 강을 타고 있기 때문이다. 길이 죽지 않음은, 가운데가 아직 없어지지 않았기 때문이다.",정질 항불사(貞疾，恆不死) 병에 곧으니 항시 죽지않는다.
16,6,上六,yin,冥豫，成有渝，无咎。,冥豫在上，何可長也。,"어두운 즐거움이 위에 있음은, 어찌 오래갈 수 있겠는가.",명예 성유유 무구(冥豫，成有渝，无咎) 어둠속에 예측하니 변화하는것을 완성한다. 허물이없다.
17,1,初九,yang,官有渝，貞吉。出門交有功。,官有渝，從正吉也。出門交有功，不失也。,"관직이 변함은, 바름을 따르면 길하기 때문이다. 문을 나서 사귀어 공이 있음은, 잃지 않기 때문이다.",관유유 정길 출문교이공(官有渝，貞吉。出門交有功) 기관은 변함이 있다. 바르면 길하다. 문을 나서 사귐에 공이있다.
17,2,六二,yin,系小子，失丈夫。,系小子，弗兼與也。,"어린아이에게 매임은, 겸하여 줄 수 없기 때문이다.",계소자 실장부(系小子，失丈夫) 소자를 이으나 장부를 잃는다.
17,3,六三,yin,系丈夫，失小子。隨，有求得利，居貞。,系丈夫，志舍下也。,"장부에게 매임은, 뜻이 아래를 버리기 때문이다.",계장부 실소자 수유구득 이거정(系丈夫，失小子。隨有求得，利居貞) 장부를 이으나 소자를 잃는다. 수는 얻음을 구하는 바이다. 거함이 바르면 이롭다.
17,4,九四,yang,隨有獲，貞凶。有孚在道，以明，何咎。,隨有獲，其義凶也。有孚在道，明功也。,"따라서 얻음이 있음은, 그 뜻이 흉하기 때문이다. 도에 믿음이 있음은, 공을 밝히기 때문이다.",수유획 정흉 유부재도 이명 하구(隨有獲，貞凶。有孚在道，以明，何咎) 수는 획득함이있다. 바르려고하나 근심이있다. 길이 밝으니 믿는바가있다. 어찌 허물이겠는가?
17,5,九五,yang,孚于嘉，吉。,孚于嘉，吉；位正中也。,"아름다운 데 믿음이 있어 길함은, 자리가 바르고 가운데 있기 때문이다.",부우가(孚于嘉，吉) 아름다운바를 믿는다 길하다.
17,6,上六,yin,拘系之，乃從維之。王用亨于西山。,拘系之，上窮也。,"억지로 붙잡아 매는 것은, 위가 궁하기 때문이다.",구게지 내종유지 왕용형우서산(拘系之，乃從維之。王用亨于西山) 그것을 매고 구속하니 이내 유지하고 따른다. 왕이 서산에서 형통하여 쓰는바이다.
18,1,初六,yin,幹父之蠱，有子考，无咎，厲終吉。,幹父之蠱，意承考也。,"아버지의 고(폐단)를 다스림은, 뜻이 아버지의 일을 이어받기 때문이다.",간부지고 유자고 무구 려종길(幹父之蠱，有子考，无咎，厲終吉) 아버지의 주된 일을 자식이 있어 살피니 허물이 없다. 힘써 끝이 길하다.
18,2,九二,yang,幹母之蠱，不可貞。,幹母之蠱，得中道也。,"어머니의 고를 다스림은, 중도의 도를 얻기 때문이다.",간모지고 북가정(幹母之蠱，不可貞) 어머지의 주된 일은 바를수없다. (어렵다.)
18,3,九三,yang,幹父之蠱，小有悔，无大咎。,幹父之蠱，終无咎也。,"아버지의 고를 다스림은, 끝에 허물이 없기 때문이다.",간부지고 소유회 무대구(幹父之蠱，小有悔，无大咎) 아버지의 주된 일은 작은 후회는 있으나 큰 허물은 없다.
18,4,六四,yin,裕父之蠱，往見吝。,裕父之蠱，往未得也。,"아버지의 고를 너그럽게 둠은, 가도 얻지 못하기 때문이다.",예부지고 왕견인(裕父之蠱，往見吝) 관대한 아버지의 일은 가보면 소중하다.
18,5,六五,yin,幹父之蠱，用譽。,幹父用譽，承以德也。,"아버지의 고를 다스려 명예를 얻음은, 덕으로 이어받기 때문이다.",간부지고 용예(幹父之蠱，用譽) 아버지의 주된일은 명예를 씀이다.
18,6,上九,yang,不事王侯，高尚其事。,不事王侯，志可則也。,"왕후를 섬기지 않음은, 뜻을 본받을 만하기 때문이다.",불사왕후 고상기사(不事王侯，高尚其事) 왕후를 섬기지않는다. 그일이 높이어 높다.
19,1,初九,yang,咸臨，貞吉。,咸臨貞吉，志行正也。,"함께 임하여 바르고 길함은, 뜻과 행동이 바르기 때문이다.",함임 정길(咸臨，貞吉) 임을 온전케하니 바르고 길하다.
19,2,九二,yang,咸臨，吉无不利。,咸臨，吉无不利；未順命也。,"함께 임하여 길하고 이롭지 않음이 없음은, 명에 아직 순종하지 않았기 때문이다.",함임 길무불리(咸臨，吉无不利) 임함에 다하니 길하다. 이롭지않은바가 없다.
19,3,六三,yin,甘臨，无攸利。既憂之，无咎。,甘臨，位不當也。既憂之，咎不長也。,"달콤하게 임함은, 자리가 마땅하지 않기 때문이다. 이미 근심하면, 허물이 오래가지 않는다.",감임 무유리 기우지 무구(甘臨，无攸利。既憂之，无咎) 괜찮게 임하다. 이로운바는 없다. 이미 그것이 근심이다. 허물은 없다.
19,4,六四,yin,至臨，无咎。,至臨无咎，位當也。,"지극히 임하여 허물이 없음은, 자리가 마땅하기 때문이다.",지임 무구(至臨，无咎) 지극히 임하다. 허물은 없다.
19,5,六五,yin,知臨，大君之宜，吉。,大君之宜，行中之謂也。,"대군의 마땅함은, 가운데로 행함을 말한다.",지임 대군지의 길(知臨，大君之宜，吉) 임함을 알다. 대군의 알맞은 바이다. 길하다.
19,6,上六,yin,敦臨，吉无咎。,敦臨之吉，志在內也。,"두텁게 임함의 길함은, 뜻이 안에 있기 때문이다.",돈임 길무구(敦臨，吉无咎) 임함에 힘쓴다. 길하고 허물없다.
20,1,初六,yin,童觀，小人无咎，君子吝。,初六童觀，小人道也。,"초육이 아이처럼 봄은, 소인의 도이다.",동관 소인무구 군자린(童觀，小人无咎，君子吝) 어린아이가 본다. 소인은 허물이없다. 군자는 곤란하다.
20,2,六二,yin,窺觀，利女貞。,窺觀女貞，亦可丑也。,"엿보아 보는 것은 여자의 바름이라도, 또한 부끄러울 만하다.",규친 이여정(窺觀，利女貞) 엿보다. 여자가 바르니 이롭다.
20,3,六三,yin,觀我生，進退。,觀我生，進退；未失道也。,"내 삶을 보아 나아가고 물러섬은, 도를 잃지 않기 때문이다.",관아생 진퇴(觀我生，進退) 내가 살아있음을 본다. 나아가고 물러난다.
20,4,六四,yin,觀國之光，利用賓于王。,觀國之光，尚賓也。,"나라의 빛남을 봄은, 손님으로 높임을 받기 때문이다.",관국지광 이용빈우왕(觀國之光，利用賓于王) 나라의 빛을 본다. 왕에게 손님이 있으니 이롭다.
20,5,九五,yang,觀我生，君子无咎。,觀我生，觀民也。,"내 삶을 봄은, 백성을 보는 것이다.",관아생 군자무구(觀我生，君子无咎) 내가 살아있음을 본다. 군자가 허물이없다.
20,6,上九,yang,觀其生，君子无咎。,觀其生，志未平也。,"그 삶을 봄은, 뜻이 아직 평안하지 않기 때문이다.",관기생 군자무구(觀其生，君子无咎) 그것이 살아있음을 본다. 군자는 허물이 없다.
21,1,初九,yang,屨校滅趾，无咎。,屨校滅趾，不行也。,"발에 형틀을 신어 발가락이 사라짐은, 행하지 못하게 하기 때문이다.",구교멸지(屨校滅趾) 무구(無咎) 구교멸지(屨校滅趾) 무구(無咎) :족쇄로 발을 묶는다. 허물이 없다.
21,2,六二,yin,噬膚滅鼻，无咎。,噬膚滅鼻，乘剛也。,"살점을 씹어 코가 사라짐은, 강을 타고 있기 때문이다.",서부멸비(噬膚滅鼻) 무구(無咎) 살갗을 깨물어 코가 다한다. 허물은 없다.
21,3,六三,yin,噬臘肉，遇毒；小吝，无咎。,遇毒，位不當也。,"독을 만남은, 자리가 마땅하지 않기 때문이다.",서랍육(噬臘肉) 우독소린(遇毒小吝) 무구(無咎) 납일(臘日)납육(臘肉)을 씹는다. 근심을 만나나 인색함은 적다. 허물은 없다.
21,4,九四,yang,噬乾胏，得金矢，利艱貞，吉。,利艱貞吉，未光也。,"어렵게 바르면 길함은, 아직 빛나지 않기 때문이다.",서건자득금시(噬乾胏得金矢) 이간정(利艱貞) 길(吉) (뼈가 붙은)마른고기를 씹다가 황금화살을 얻는다. 올바름에 힘쓰니 이롭다. 길(吉)하다.
21,5,六五,yin,噬乾肉，得黃金，貞厲，无咎。,貞厲无咎，得當也。,"바르고 위태로워도 허물이 없음은, 마땅함을 얻기 때문이다.","서건육득황금(噬乾肉得黃金) 정려무구(貞厲無咎) 마른 고기를 씹으니 황금을 얻는다. 올바름 , 곧음에 힘쓰니 허물은 없다."
21,6,上九,yang,何校滅耳，凶。,何校滅耳，聰不明也。,"형틀을 목에 지고 귀가 사라짐은, 귀가 밝지 못하기 때문이다.",하교멸이(何校滅耳) 흉(凶) 차꼬에 메이니 귀가 다한다. 흉(凶)하다.
22,1,初九,yang,賁其趾，舍車而徒。,舍車而徒，義弗乘也。,"수레를 버리고 걸음은, 의리상 타지 않기 때문이다.",분기지 사거이도(賁其趾，舍車而徒) 그 발이 분주하다. 수레를 버리고 보행한다.
22,2,六二,yin,賁其須。,賁其須，與上興也。,"수염을 꾸밈은, 위와 함께 일어나기 때문이다.",비기수(賁其須) 그 수염을 꾸민다.
22,3,九三,yang,賁如濡如，永貞吉。,永貞之吉，終莫之陵也。,"길이 바름의 길함은, 끝내 업신여김을 받지 않기 때문이다.",비여수여 영정길(賁如濡如，永貞吉) 꾸미니 온화하다. 바름이 길하고 오래간다.
22,4,六四,yin,賁如皤如，白馬翰如，匪寇婚媾。,六四，當位疑也。匪寇婚媾，終无尤也。,"육사는, 자리가 마땅해도 의심함이다. 도적이 아니라 혼인함이니, 끝내 허물이 없다.",비여파여 백마간여 비구혼구(賁如皤如，白馬翰如，匪寇婚媾) 희게 꾸미니 흰말의 털같다. 비적이 아니면 혼사로 화친한다.
22,5,六五,yin,賁於丘園，束帛戔戔，吝，終吉。,六五之吉，有喜也。,"육오의 길함은, 기쁨이 있기 때문이다.",비어구원 속면잔잔 린 종길(賁於丘園，束帛戔戔，吝，終吉) 무덤을 꾸민다. 비단묶음이 남는다. 인색하나 끝에는 길하다.
22,6,上九,yang,白賁，无咎。,白賁无咎，上得志也。,"흰 꾸밈이 허물이 없음은, 위가 뜻을 얻기 때문이다.",백비 무구(白賁，无咎) 깨끗하게 꾸민다. 허물이 없다.
23,1,初六,yin,剝牀以足，蔑貞凶。,剝牀以足，以滅下也。,"침상의 발부터 벗겨짐은, 아래부터 없애기 때문이다.",박상이족 무정흉(剝牀以足蔑 貞凶) 평상다리를 깍아 업신여김이다. 곧으나 흉하다.
23,2,六二,yin,剝牀以辨，蔑貞凶。,剝牀以辨，未有與也。,"침상의 몸통을 벗김은, 함께할 이가 아직 없기 때문이다.",박상이변 멸정흉(剝牀以辨，蔑貞凶) 평상을 바로잡으려 깍으니 업신여김이다. 곧으나 흉하다.
23,3,六三,yin,剝之，无咎。,剝之无咎，失上下也。,"벗겨져도 허물이 없음은, 위아래를 잃었기 때문이다.",박지 무구(剝之，无咎) 그것을 깍으나 허물이없다.
23,4,六四,yin,剝牀以膚，凶。,剝牀以膚，切近災也。,"침상의 살까지 벗김은, 재앙이 절박하게 가까웠기 때문이다.",박상이부 흉(剝牀以膚，凶) 평상을 깍으니 속살이다. 흉하다.
23,5,六五,yin,貫魚，以宮人寵，无不利。,以宮人寵，終无尤也。,"궁인처럼 총애를 받음은, 끝내 허물이 없기 때문이다.",관어 이궁인총 무불리(貫魚，以宮人寵，无不利) 물고기를 꿰다. 집사람들이 총애를 받는다. 불리함이없다.
23,6,上九,yang,碩果不食，君子得輿，小人剝廬。,君子得輿，民所載也。小人剝廬，終不可用也。,"군자가 수레를 얻음은, 백성이 싣기 때문이다. 소인이 집을 벗김은, 끝내 쓸 수 없기 때문이다.",석과불식 군자득여 소인박려(碩果不食，君子得輿，小人剝廬) 큰열매를 먹지않는다. 군자가 수레를 얻었다. 소인이 농막집을 깍는다.
24,1,初九,yang,不復遠，无袛悔，元吉。,不遠之復，以修身也。,"멀지 않아 돌아옴은, 몸을 닦기 때문이다.",불복원 무지회 원길(不復遠，无只悔，元吉) 멀어서 돌아가지않는다. 다만 후회가 없다. 본디 길하다.
24,2,六二,yin,休復，吉。,休復之吉，以下仁也。,"아름답게 돌아옴의 길함은, 어진 이를 아래로 하기 때문이다.",휴복 길(休復，吉) 돌아가다 쉰다. 길하다.
24,3,六三,yin,頻復，厲无咎。,頻復之厲，義无咎也。,"자주 돌아옴의 위태로움은, 의리상 허물이 없기 때문이다.",빈부 려무구(頻復，厲无咎) 급히 거듭한다. 힘쓰니 허물없다.
24,4,六四,yin,中行獨復。,中行獨復，以從道也。,"가운데로 홀로 돌아옴은, 도를 따르기 때문이다.",중행 독복(中行 獨復) 가운데간다. 홀로 돌아간다.
24,5,六五,yin,敦復，无悔。,敦復无悔，中以自考也。,"두텁게 돌아와 후회 없음은, 가운데로 스스로 살피기 때문이다.",조복 무회(敦復，无悔) 돌아감을 아로새기니 후회없다.
24,6,上六,yin,迷復，凶，有災眚。用行師，終有大敗，以其國君，凶；至于十年，不克征。,迷復之凶，反君道也。,"길을 잃고 돌아옴의 흉함은, 임금의 도를 거스르기 때문이다.","미복 흉 유재생 용행사 종유대패 이기국군 흉 지우십년 불극정(迷復，凶，有災眚。用行師，終有大敗，以其國君，凶,至于十年，不克征) 갈길을 헤매니 흉하다. 재앙이다. 행군을 하나 끝내 대패한다. 그나라임금때문에 흉하다. 십년이 다가도록 정복하지못한다."
25,1,初九,yang,无妄，往吉。,无妄之往，得志也。,"무망으로 감은, 뜻을 얻기 때문이다.",무망 왕길(无妄，往吉) 허망하지않다. 가는바가 길하다.
25,2,六二,yin,不耕穫，不菑畬，則利有攸往。,不耕穫，未富也。,"농사짓지 않고 거두지 않음은, 아직 부유하지 않기 때문이다.",불경획 불치여 즉이유유왕(不耕獲，不菑畬，則利有攸往) 경작을 제대로않했으나 얻는바가있다. 개간을 제대로하지않았는데 새밭인바가있다. 즉 가는바가있으면 이롭다는것이다.
25,3,六三,yin,无妄之災，或系之牛，行人之得，邑人之災。,行人得牛，邑人災也。,"지나가는 사람이 소를 얻음은, 마을 사람의 재앙이기 때문이다.",무망지재 혹계지우 행인지득 읍인지재(无妄之災，或系之牛，行人之得，邑人之災) 무망의 재앙은 혹 소가 매여 엮임과 같다. 행인이 얻는바가 될수있고 읍인의 재앙인바가될수있다.
25,4,九四,yang,可貞，无咎。,可貞无咎，固有之也。,"바르게 할 수 있어 허물이 없음은, 본래 지닌 것이기 때문이다.",가정무구(可貞，无咎) 바를수있으면 허물이 없겠다.
25,5,九五,yang,无妄之疾，勿藥有喜。,无妄之藥，不可試也。,"무망의 약은, 시험해선 안 되기 때문이다.",무망지질 물락유희(无妄之疾，勿藥有喜) 무망의 병은 기쁜바가 있으니 약하지않는다.
25,6,上九,yang,无妄，行有眚，无攸利。,无妄之行，窮之災也。,"무망의 행함이 끝에 가서는, 궁함의 재앙이기 때문이다.",무망 행유생 무유리(无妄，行有眚 无攸利) 무망은 행함에 잘못될수있다. 이로운바없다.
26,1,初九,yang,有厲利已。,有厲利已，不犯災也。,"위태로움이 있어 그침이 이로움은, 재앙을 범하지 않기 때문이다.",유려이이(有厲利已) 벌써 이로움을 염려하는바가 있다.
26,2,九二,yang,輿說輹。,輿說輹，中无尤也。,"수레가 굴대를 벗음은, 가운데 있어 허물이 없기 때문이다.",여탈복(輿說輹) 수레가 (차여와 차축의) 복토가 벗겨지다.
26,3,九三,yang,良馬逐，利艱貞。曰閑輿衛，利有攸往。,利有攸往，上合志也。,"가는 바가 있어 이로움은, 위와 뜻이 합하기 때문이다.","양마축 이간정 왈한여위 이유유왕(良馬逐，利艱貞。曰閑輿衛，利有攸往) 좋은말이 쫓는다 어렵게바르니 이롭다. 왈,한가히 수레를 지킨다. 가는바가있어 이롭다."
26,4,六四,yin,童牛之牿，元吉。,六四元吉，有喜也。,"육사가 크게 길함은, 기쁨이 있기 때문이다.",동시지곡 원길(童牛之牿，元吉) 어린돼지를 기르다. 원래 길하다.
26,5,六五,yin,豶豕之牙，吉。,六五之吉，有慶也。,"육오의 길함은, 경사가 있기 때문이다.",분시지아 길(豶豕之牙，吉) 불깐돼지어금니 길하다.
26,6,上九,yang,何天之衢，亨。,何天之衢，道大行也。,"하늘의 큰길을 여는 것은, 도가 크게 행해지기 때문이다.",하천지구 형(何天之衢，亨) 잠시 하늘의 네거리이다. 형통하다.
27,1,初九,yang,舍爾靈龜，觀我朵頤，凶。,觀我朵頤，亦不足貴也。,"내 턱을 늘어뜨려 봄은, 또한 귀할 만하지 않기 때문이다.",석이령구 관아염이 흉(舍爾靈龜，觀我朵頤，凶) 그 영묘한 거북이를 벌여놓고 내가 턱을 늘어트림을 본다. 흉하다.
27,2,六二,yin,顛頤，拂經，于丘頤，征凶。,六二征凶，行失類也。,"육이가 가면 흉함은, 행함이 무리를 잃기 때문이다.",전이 불경 우구이 정흉(顛頤，拂經，于丘頤，征凶) 꺼꾸로 기르다. 언덕에서 기르니 도리를 거스른다. 멀리나가나 흉하다.
27,3,六三,yin,拂頤，貞凶，十年勿用，无攸利。,十年勿用，道大悖也。,"십 년을 쓰지 말라는 것은, 도를 크게 어기기 때문이다.",불이 정흉 십년물용 무유리(拂頤，貞凶，十年勿用，无攸利) 기름을 거스르니 바르더라도 흉하다. 십년동안 쓰지말라 이로운바가 없다.
27,4,六四,yin,顛頤吉，虎視眈眈，其欲逐逐，无咎。,顛頤之吉，上施光也。,"기를 바꾸어도 길함은, 위의 베풂이 빛나기 때문이다.",전이길 호시탐탐 기욕축축 무구(顛頤吉，虎視眈眈，其欲逐逐，无咎) 꺼꾸로 기르나 이롭다. 호시탐탐 그것이 쫓을려고한다. 허물없다.
27,5,六五,yin,拂經，居貞吉，不可涉大川。,居貞之吉，順以從上也。,"머물러 바름의 길함은, 순하게 위를 따르기 때문이다.",불경 거정길 불가섭대천(拂經，居貞吉，不可涉大川) 경과하여 다다르니 거함에 바르면 길하다. 큰강을 건널수없다.
27,6,上九,yang,由頤，厲吉，利涉大川。,由頤厲吉，大有慶也。,"기름으로 말미암아 위태로워도 길함은, 크게 경사가 있기 때문이다.","요이 려길 이섭대천(由頤，厲吉，利涉大川) 웃는얼굴의 턱모양, 힘써노력하면 길하다. 큰강을 건너니 이롭다."
28,1,初六,yin,藉用白茅，无咎。,藉用白茅，柔在下也。,"흰 띠풀로 깔아 씀은, 유(음)가 아래에 있기 때문이다.",자용백모 무구(藉用白茅，无咎) 하얀띠풀로 깔개에 쓴다. 허물없다.
28,2,九二,yang,枯楊生稊，老夫得其女妻，无不利。,老夫女妻，過以相與也。,"늙은 지아비와 어린 아내는, 지나쳐 서로 더불기 때문이다.",고양생제 노부득기여처 무불리(枯楊生稊，老夫得其女妻，无不利) 시든 버드나무 돌피를 자라게한다. 늙은이가 그여첩을 얻는다. 이롭지않음이없다.
28,3,九三,yang,棟橈，凶。,棟橈之凶，不可以有輔也。,"용마루가 휨의 흉함은, 도울 수 없기 때문이다.",동요 흉(棟橈，凶) 지붕 용마루가 구분다. 흉하다.
28,4,九四,yang,棟隆，吉。有它吝。,棟隆之吉，不橈乎下也。,"용마루가 솟음의 길함은, 아래에서 휘지 않기 때문이다.",동륭 길 유타린(棟隆，吉。有它吝) 마룻대가 높다. 길하다. 다른 근심이 있다.
28,5,九五,yang,枯楊生華，老婦得其士夫，无咎无譽。,枯楊生華，何可久也。老婦士夫，亦可丑也。,"마른 버드나무가 꽃을 피움은, 어찌 오래가겠는가. 늙은 아낙과 젊은 지아비는, 또한 부끄러울 만하다.",고양생화 노부득사부 무구무예(枯楊生華，老婦得士夫，无咎无譽) 시든 버드나무에 꽃이핀다. 할머니가 사부(士夫)를 얻는다. 허물도없고 명예도없다.
28,6,上六,yin,過涉滅頂，凶，无咎。,過涉之凶，不可咎也。,"지나치게 건넘의 흉함은, 허물할 수 없기 때문이다.",과섭멸정 흉 무구(過涉滅頂，凶，无咎) 머리가 잠겨 건너지난다. 흉하다. 허물없다.
29,1,初六,yin,習坎，入于坎窞，凶。,習坎入坎，失道凶也。,"험에 익숙해져 구덩이에 들어감은, 도를 잃어 흉하기 때문이다.",습감 입우감담 흉(習坎，入于坎窞，凶) 고생에 익숙하다. 크고작은 구덩이에 들어간다. 흉하다.
29,2,九二,yang,坎有險，求小得。,求小得，未出中也。,"작은 얻음을 구함은, 아직 가운데서 나오지 못했기 때문이다.",감유험 구소득(坎有險，求小得) 구덩이는 위험이 있다. 작은 얻음을 구한다.
29,3,六三,yin,來之坎坎，險且枕，入于坎窞，勿用。,來之坎坎，終无功也。,"오고 감이 다 험함은, 끝내 공이 없기 때문이다.",래지감감 험차침 입우감담 물용(來之坎坎，險且枕，入于坎窞，勿用) 오고가니 괴롭다. 위험하고 또 방해한다. 크고작은 구덩이에 들어간다. 쓰지말라
29,4,六四,yin,樽酒簋貳，用缶，納約自牖，終无咎。,樽酒簋貳，剛柔济也。,"술동이와 제기 둘은, 강과 유가 서로 돕기 때문이다.","준주궤이 용부 납약자유 종무구(樽酒簋貳，用缶，納約自牖，終无咎) 술통의 술과 제기 두개, 장군을 쓴다. 고생을 받고 스스로 깨우친다. 끝은 허물없다."
29,5,九五,yang,坎不盈，祗既平，无咎。,坎不盈，中未大也。,"험의 물이 차지 않음은, 가운데가 아직 크지 않기 때문이다.",감불영 지기평 무구(坎不盈，只既平，无咎) 구덩이가 차지않았다. 단지 이미 평평하다. 허물없다.
29,6,上六,yin,係用徽纆，寘于叢棘，三歲不得，凶。,上六失道，凶三歲也。,"상육이 도를 잃음은, 삼 년 동안 흉하기 때문이다.",계용휘묵 치어총극 삼세부득 흉(繫用徽纆，寘于叢棘，三歲不得，凶) 맴에 아름다운 노끈을 쓴다. 덩굴가시에 둔다. 삼년동안 얻지못한다. 흉하다.
30,1,初九,yang,履錯然，敬之无咎。,履錯之敬，以辟咎也。,"발걸음이 어긋나도 공경함은, 허물을 피하기 때문이다.",리착연 경지무구(履錯然，敬之无咎) 착각해서 밟는다. 그것을 공경하니 허물이없다.
30,2,六二,yin,黃離，元吉。,黃離元吉，得中道也。,"누런 붙음이 크게 길함은, 중도의 도를 얻기 때문이다.",황이 원길(黃離，元吉) 근심을 앓다. 본디 길하다.
30,3,九三,yang,日昃之離，不鼓缶而歌，則大耋之嗟，凶。,日昃之離，何可久也。,"해가 기울어 붙음은, 어찌 오래가겠는가.",일측지리 불고결이가 즉대질지차 흉(日昃之離，不鼓缶而歌，則大耋之嗟，凶) 날이 기우니 헤어진다. 북이아니고 그릇으로 노래한즉 아주 늙은이가 탄식한다. 흉하다.
30,4,九四,yang,突如其來如，焚如，死如，棄如。,突如其來如，无所容也。,"갑자기 옴은, 용납될 곳이 없기 때문이다.",돌여기래여 분여 사여 기여(突如其來如，焚如，死如，棄如) 갑자기 그이후로 불사르고 죽고 버림 같다.
30,5,六五,yin,出涕沱若，戚嗟若，吉。,六五之吉，離王公也。,"육오의 길함은, 왕공에게 붙기 때문이다.",출체타약 척차약 길(出涕沱若，戚嗟若，吉) 눈물이 나옴같고 근심하고 탄식함같다. 길하다.
30,6,上九,yang,王用出征，有嘉折首，獲匪其醜，无咎。,王用出征，以正邦也。,"왕이 출정함은, 나라를 바르게 하기 때문이다.",왕용출정 유가절수 획기비축 무구(王用出征，有嘉折首，獲其匪丑，无咎) 왕이 출정을 한다. 머리를 꺽으니 기쁨이 있다. 그 소아닌것을 잡으니 허물없다.
31,1,初六,yin,咸其拇。,咸其拇，志在外也。,"그 엄지발가락에 감응함은, 뜻이 밖에 있기 때문이다.",함기무(咸其拇) 그 엄지손가락이 두루 미친다.
31,2,六二,yin,咸其腓，凶，居吉。,雖凶，居吉，順不害也。,"비록 흉하나, 머물면 길함은, 순하면 해롭지 않기 때문이다.",함기비 흉 거길(咸其腓，凶，居吉) 그 장딴지가 두루미친다. 흉하다. 거하니 길하다.
31,3,九三,yang,咸其股，執其隨，往吝。,咸其股，亦不處也。志在隨人，所執下也。,"그 넓적다리에 감응함은, 또한 머물지 않기 때문이다. 뜻이 남을 따르는 데 있어, 잡은 바가 낮기 때문이다.",함기고 집기수 왕린(咸其股，執其隨，往吝) 그 넓적다리에 두루미치니 그 발꿈치를 잡는다. 감에 인색하다.
31,4,九四,yang,貞吉悔亡，憧憧往來，朋從爾思。,貞吉悔亡，未感害也。憧憧往來，未光大也。,"바르고 길하여 후회가 사라짐은, 아직 감응의 해가 없기 때문이다. 동경하며 오고 감은, 아직 빛나고 크지 못하기 때문이다.",정길회망 동동황래 붕종이사(貞吉悔亡，憧憧往來，朋從爾思) 바르니 길하고 잊음을 후회한다. 동경하여 가고온다. 친구가 너의 생각을 쫓는다.
31,5,九五,yang,咸其脢，无悔。,咸其脢，志末也。,"그 등뼈에 감응함은, 뜻이 끝에 있기 때문이다.",함기매 무회(咸其脢，无悔) 그 등골뼈에 두루미치니 후회가 없다.
31,6,上六,yin,咸其輔，頰，舌。,咸其輔，頰，舌，滕口說也。,"그 볼·뺨·혀에 감응함은, 입만 움직여 말함이다.",함기보 협설(咸其輔，頰舌) 그 광대뼈에 두루미치니 뺨과 혀이다.
32,1,初六,yin,浚恆，貞凶，无攸利。,浚恆之凶，始求深也。,"깊이 팜(지나침)의 흉함은, 처음부터 깊이를 구하기 때문이다.",준항 정흉 무유리(浚恒，貞凶，无攸利) 늘 깊으니 바르나 흉하다. 이로운바가없다.
32,2,九二,yang,悔亡。,九二悔亡，能久中也。,"구이가 후회가 사라짐은, 가운데에 오래할 수 있기 때문이다.",회망(悔亡) 잃음을 후회한다.
32,3,九三,yang,不恆其德，或承之羞，貞吝。,不恆其德，无所容也。,"그 덕을 오래하지 못함은, 용납될 곳이 없기 때문이다.",불항기덕 혹승지수 정린(不恆其德，或承之羞，貞吝) 그덕이 늘 두루 미치지못하다. 혹 높음의 부끄러움으로 바르나 근심이다.
32,4,九四,yang,田无禽。,久非其位，安得禽也。,"그 자리가 아닌 데 오래함은, 어찌 짐승을 얻겠는가.",전무금(田无禽) 전이 날짐승이 없다.
32,5,六五,yin,恆其德，貞，婦人吉，夫子凶。,婦人貞吉，從一而終也。夫子制義，從婦凶也。,"부인이 바르고 길함은, 하나를 좇아 끝내기 때문이다. 지아비는 의리를 결단해야 하니, 부인을 좇으면 흉하다.",항기덕 정 부인길 부자흉(恆其德，貞，婦人吉，夫子凶) 그덕이 두리미치다. 바르다. 부인이 길하다. 남편이 흉하다.
32,6,上六,yin,振恆，凶。,振恆在上，大无功也。,"위에서 항을 흔들어 깨뜨림은, 큰 공이 없기 때문이다.",진항 흉(振恒，凶) 항상 무리를 지어 날다. 흉하다.
33,1,初六,yin,遯尾，厲，勿用有攸往。,遯尾之厲，不往何災也。,"물러남의 꼬리가 되는 위태로움은, 가지 않으면 무슨 재앙이 있겠는가.",둔미 려 물용유유왕(遯尾，厲，勿用有攸往) 꼬리가 달아난다. 괴로우나 갈바가있음을 쓰지말라
